objName,raMean,decMean,rMeanApMag,rMeanPSFMag,qualityFlag
string,ra,dec,float,float,integer
PSO J054500.738+210019.091,05 45 00.740,+21 00 19.05,20.247,20.138,60
PSO J054502.343+210116.032,05 45 02.345,+21 01 15.98,21.561,21.461,52
PSO J054503.768+210139.123,05 45 03.771,+21 01 39.08,19.900,19.973,52
PSO J054519.396+205949.507,05 45 19.397,+20 59 49.46,20.015,20.888,37
PSO J054504.445+205813.259,05 45 04.446,+20 58 13.18,20.802,21.656,37
PSO J054508.903+205748.743,05 45 08.903,+20 57 48.66,19.574,20.463,37
PSO J054502.507+205838.691,05 45 02.508,+20 58 38.64,20.410,20.325,52
PSO J054519.466+205950.572,05 45 19.467,+20 59 50.52,19.864,20.851,37
PSO J054508.720+205748.197,05 45 08.720,+20 57 48.20,19.255,20.173,36
PSO J054504.673+205809.437,05 45 04.673,+20 58 09.36,20.759,21.500,36
PSO J054516.773+205826.137,05 45 16.777,+20 58 26.10,20.278,20.256,52
PSO J054501.491+210100.450,05 45 01.493,+21 01 00.41,18.383,18.359,60
PSO J054516.320+210140.394,05 45 16.321,+21 01 40.36,20.857,20.700,52
PSO J054518.253+210108.190,05 45 18.254,+21 01 08.16,21.760,21.963,52
PSO J054506.903+205752.941,05 45 06.905,+20 57 52.87,20.019,20.238,52
PSO J054500.326+205955.289,05 45 00.328,+20 59 55.25,16.902,16.912,60
PSO J054519.637+210011.367,05 45 19.649,+21 00 11.29,20.652,21.565,37
PSO J054514.925+205803.208,05 45 14.925,+20 58 03.13,21.476,22.343,165
PSO J054509.477+205744.484,05 45 09.477,+20 57 44.40,16.178,16.151,97
PSO J054514.246+205757.648,05 45 14.247,+20 57 57.62,20.226,20.195,52
PSO J054516.023+210147.250,05 45 16.024,+21 01 47.20,19.525,20.475,36
PSO J054505.850+210203.835,05 45 05.852,+21 02 03.82,22.080,22.267,52
PSO J054511.361+205744.582,05 45 11.363,+20 57 44.54,17.006,17.011,52
PSO J054500.355+210022.582,05 45 00.359,+21 00 22.52,19.239,19.219,52
PSO J054500.357+210022.614,05 45 00.358,+21 00 22.56,19.379,19.261,36
PSO J054519.770+205955.780,05 45 19.771,+20 59 55.71,20.891,21.595,36
PSO J054512.948+205748.949,05 45 12.948,+20 57 48.87,21.731,22.448,52
PSO J054510.402+205742.581,05 45 10.404,+20 57 42.54,16.550,16.561,60
PSO J054515.084+210158.458,05 45 15.085,+21 01 58.43,20.598,21.488,53
PSO J054501.661+210114.338,05 45 01.663,+21 01 14.29,18.551,18.546,52
PSO J054518.355+205845.505,05 45 18.354,+20 58 45.63,21.273,22.155,37
PSO J054518.365+205845.412,05 45 18.361,+20 58 45.37,21.487,22.167,52
PSO J054500.777+210051.309,05 45 00.780,+21 00 51.25,19.573,19.504,52
PSO J054519.092+205903.556,05 45 19.088,+20 59 03.51,22.052,22.369,36
PSO J054513.561+205749.977,05 45 13.561,+20 57 49.90,19.603,20.621,37
PSO J054517.297+205825.206,05 45 17.297,+20 58 25.15,21.072,22.424,36
PSO J054507.755+210215.963,05 45 07.756,+21 02 15.94,21.100,21.813,37
PSO J054509.939+210219.740,05 45 09.940,+21 02 19.70,17.246,17.256,60
PSO J054517.849+210127.574,05 45 17.849,+21 01 27.57,19.776,19.755,32
PSO J054519.994+205941.918,05 45 19.995,+20 59 41.87,19.675,20.981,37
PSO J054514.631+210205.474,05 45 14.632,+21 02 05.45,20.720,21.647,37
PSO J054518.872+205852.131,05 45 18.872,+20 58 52.07,21.357,22.318,37
PSO J054515.633+205802.459,05 45 15.633,+20 58 02.39,21.424,22.365,52
PSO J054515.142+205757.400,05 45 15.144,+20 57 57.37,18.678,18.677,52
PSO J054459.925+210019.336,05 44 59.926,+21 00 19.29,21.459,21.004,52
PSO J054518.018+210128.461,05 45 18.019,+21 01 28.41,15.464,15.478,60
PSO J054520.202+210004.894,05 45 20.203,+21 00 04.86,21.284,21.907,37
PSO J054501.022+210108.264,05 45 01.023,+21 01 08.22,21.480,22.010,52
PSO J054517.737+210133.920,05 45 17.736,+21 01 33.87,20.910,20.634,52
PSO J054506.949+210217.243,05 45 06.949,+21 02 17.20,17.685,17.686,60
PSO J054514.223+210211.240,05 45 14.224,+21 02 11.20,20.954,20.933,52
PSO J054500.387+205908.690,05 45 00.389,+20 59 08.66,19.937,19.895,60
PSO J054516.537+210151.289,05 45 16.539,+21 01 51.26,19.984,20.767,165
PSO J054512.003+205738.393,05 45 12.003,+20 57 38.31,19.403,20.439,37
PSO J054519.172+205853.882,05 45 19.173,+20 58 53.86,20.939,20.817,52
PSO J054506.787+205742.731,05 45 06.786,+20 57 42.68,19.913,20.034,53
PSO J054505.215+210208.164,05 45 05.217,+21 02 08.13,23.638,21.953,52
PSO J054508.720+205736.368,05 45 08.720,+20 57 36.29,21.373,22.057,36
PSO J054503.840+210156.950,05 45 03.843,+21 01 56.92,22.141,22.316,52
PSO J054519.532+205902.083,05 45 19.532,+20 59 02.06,20.326,20.367,52
PSO J054520.387+205954.193,05 45 20.388,+20 59 54.12,20.355,21.121,53
PSO J054500.818+210109.219,05 45 00.819,+21 01 09.17,21.600,21.672,52
PSO J054514.588+205748.889,05 45 14.587,+20 57 48.87,18.472,18.459,52
PSO J054513.276+205741.310,05 45 13.277,+20 57 41.29,20.289,20.301,52
PSO J054515.992+205800.285,05 45 15.992,+20 58 00.21,21.631,22.377,37
PSO J054517.463+205817.734,05 45 17.463,+20 58 17.67,21.358,21.430,52
PSO J054503.343+205807.257,05 45 03.345,+20 58 07.21,19.148,19.136,60
PSO J054515.407+210205.243,05 45 15.409,+21 02 05.19,17.375,17.387,60
PSO J054459.734+210027.514,05 44 59.736,+21 00 27.47,17.767,17.747,60
PSO J054520.447+205951.378,05 45 20.448,+20 59 51.33,18.656,18.680,60
PSO J054510.430+205733.297,05 45 10.434,+20 57 33.22,19.428,19.469,52
PSO J054509.323+205733.256,05 45 09.320,+20 57 33.18,21.672,22.002,53
PSO J054516.532+205804.489,05 45 16.533,+20 58 04.42,21.647,22.430,37
PSO J054507.970+210224.671,05 45 07.971,+21 02 24.66,22.058,21.722,52
PSO J054520.255+205926.216,05 45 20.255,+20 59 26.16,22.695,22.334,36
PSO J054502.971+210150.326,05 45 02.973,+21 01 50.30,20.084,20.159,52
PSO J054520.118+205917.998,05 45 20.120,+20 59 17.96,19.411,19.464,52
PSO J054516.232+210159.549,05 45 16.230,+21 01 59.52,22.539,22.183,52
PSO J054504.690+205752.053,05 45 04.693,+20 57 52.04,20.613,21.191,53
PSO J054503.610+205802.145,05 45 03.613,+20 58 02.10,19.552,19.561,52
PSO J054511.844+210225.867,05 45 11.844,+21 02 25.83,21.128,21.045,52
PSO J054518.860+205839.055,05 45 18.861,+20 58 39.03,17.569,17.583,60
PSO J054515.714+210204.778,05 45 15.715,+21 02 04.75,20.864,21.188,52
PSO J054501.634+210131.595,05 45 01.634,+21 01 31.56,20.058,19.985,52
PSO J054516.853+210153.783,05 45 16.853,+21 01 53.78,20.302,20.553,32
PSO J054519.339+205848.975,05 45 19.340,+20 58 48.94,18.804,18.816,52
PSO J054514.713+205746.528,05 45 14.714,+20 57 46.50,16.816,16.821,60
PSO J054501.703+210133.719,05 45 01.704,+21 01 33.68,18.237,18.332,60
PSO J054500.803+205844.089,05 45 00.803,+20 58 44.09,22.512,22.312,32
PSO J054520.496+205932.765,05 45 20.497,+20 59 32.73,20.585,21.734,52
PSO J054512.751+210224.594,05 45 12.752,+21 02 24.56,19.601,19.523,36
PSO J054520.600+205941.076,05 45 20.601,+20 59 41.03,20.639,21.306,52
PSO J054517.607+205814.529,05 45 17.609,+20 58 14.49,19.988,20.189,52
PSO J054518.926+205836.637,05 45 18.927,+20 58 36.58,17.732,17.766,52
PSO J054459.449+210029.366,05 44 59.452,+21 00 29.29,21.060,20.922,52
PSO J054506.068+205739.901,05 45 06.068,+20 57 39.82,16.507,16.059,32
PSO J054502.358+205814.099,05 45 02.358,+20 58 14.01,21.854,21.754,164
PSO J054517.012+210154.456,05 45 17.014,+21 01 54.43,21.439,22.151,37
PSO J054520.773+205958.589,05 45 20.774,+20 59 58.53,21.398,21.717,36
PSO J054513.380+210223.615,05 45 13.382,+21 02 23.61,21.691,21.815,52
PSO J054503.063+205803.970,05 45 03.065,+20 58 03.92,17.766,17.750,60
PSO J054500.212+205855.594,05 45 00.213,+20 58 55.53,23.300,22.296,52
PSO J054502.334+210147.028,05 45 02.336,+21 01 46.99,21.573,22.166,37
PSO J054515.764+210208.362,05 45 15.765,+21 02 08.33,20.583,20.646,52
PSO J054506.886+205734.742,05 45 06.886,+20 57 34.72,21.823,21.011,32
PSO J054511.102+205729.041,05 45 11.102,+20 57 28.94,22.664,22.309,52
PSO J054518.099+205818.903,05 45 18.101,+20 58 18.88,14.471,14.491,60
PSO J054515.996+205753.185,05 45 15.997,+20 57 53.16,20.062,20.040,52
PSO J054520.619+205927.421,05 45 20.620,+20 59 27.37,20.577,21.610,53
PSO J054459.310+210028.851,05 44 59.312,+21 00 28.79,21.799,21.489,52
PSO J054517.305+205807.089,05 45 17.308,+20 58 07.03,20.612,20.518,52
PSO J054519.810+210106.272,05 45 19.812,+21 01 06.23,19.332,19.303,60
PSO J054510.462+205727.258,05 45 10.461,+20 57 27.19,18.715,19.256,37
PSO J054516.931+210158.311,05 45 16.932,+21 01 58.28,21.611,22.390,52
PSO J054459.118+205944.276,05 44 59.119,+20 59 44.21,19.958,21.035,53
PSO J054503.186+210159.997,05 45 03.187,+21 01 59.97,21.621,21.537,52
PSO J054509.532+210233.277,05 45 09.533,+21 02 33.23,19.614,19.554,52
PSO J054515.875+210209.790,05 45 15.878,+21 02 09.77,19.564,19.709,53
PSO J054511.642+205728.028,05 45 11.643,+20 57 27.99,20.548,20.555,52
PSO J054514.870+210217.880,05 45 14.868,+21 02 17.81,21.908,21.998,36
PSO J054508.720+205727.123,05 45 08.720,+20 57 27.04,21.810,22.202,52
PSO J054521.008+205956.726,05 45 21.009,+20 59 56.67,20.251,21.393,52
PSO J054507.642+205728.811,05 45 07.644,+20 57 28.76,15.815,15.825,60
PSO J054507.195+205730.163,05 45 07.195,+20 57 30.09,20.928,21.043,52
PSO J054500.112+210109.699,05 45 00.114,+21 01 09.67,19.677,19.753,52
PSO J054506.836+210228.624,05 45 06.836,+21 02 28.58,21.211,21.202,52
PSO J054504.350+210213.425,05 45 04.351,+21 02 13.39,21.303,22.324,37
PSO J054507.204+210230.144,05 45 07.205,+21 02 30.11,20.528,20.508,52
PSO J054507.687+210232.014,05 45 07.688,+21 02 31.97,20.047,19.990,52
PSO J054510.103+205724.618,05 45 10.105,+20 57 24.60,19.660,19.715,52
PSO J054521.095+210008.083,05 45 21.096,+21 00 08.03,19.366,19.311,52
PSO J054458.955+205942.034,05 44 58.956,+20 59 41.96,21.101,21.966,53
PSO J054501.765+205815.075,05 45 01.766,+20 58 15.00,21.547,21.570,52
PSO J054501.311+210137.724,05 45 01.313,+21 01 37.68,20.110,20.814,37
PSO J054520.382+205903.227,05 45 20.383,+20 59 03.19,18.042,18.045,60
PSO J054502.528+205804.050,05 45 02.528,+20 58 03.98,18.986,19.869,52
PSO J054501.202+205823.728,05 45 01.203,+20 58 23.66,22.195,21.814,52
PSO J054459.348+210047.369,05 44 59.350,+21 00 47.31,20.900,21.518,37
PSO J054506.649+205730.248,05 45 06.650,+20 57 30.25,20.859,21.611,32
PSO J054459.696+210102.739,05 44 59.701,+21 01 02.69,17.259,17.184,52
PSO J054506.361+205731.050,05 45 06.363,+20 57 31.02,15.065,15.074,60
PSO J054519.469+205835.157,05 45 19.470,+20 58 35.12,16.555,16.575,60
PSO J054504.052+205745.846,05 45 04.056,+20 57 45.78,20.412,21.132,53
PSO J054518.728+205819.717,05 45 18.729,+20 58 19.85,21.296,21.570,52
PSO J054520.769+210047.667,05 45 20.770,+21 00 47.66,21.227,21.190,52
PSO J054500.022+205845.728,05 45 00.022,+20 58 45.70,21.192,21.935,52
PSO J054514.738+210224.441,05 45 14.741,+21 02 24.39,19.987,19.936,52
PSO J054520.830+205912.554,05 45 20.831,+20 59 12.52,16.293,16.301,60
PSO J054513.738+210230.289,05 45 13.739,+21 02 30.25,17.446,17.447,60
PSO J054505.527+210226.353,05 45 05.529,+21 02 26.33,21.195,21.958,53
PSO J054501.508+205814.206,05 45 01.509,+20 58 14.17,19.873,19.835,52
PSO J054459.321+205905.101,05 44 59.322,+20 59 05.03,17.227,18.706,37
PSO J054504.758+210221.822,05 45 04.760,+21 02 21.78,21.494,21.636,52
PSO J054521.439+210003.920,05 45 21.440,+21 00 03.87,21.732,21.424,52
PSO J054521.236+205929.361,05 45 21.237,+20 59 29.33,18.123,18.134,60
PSO J054521.456+210001.022,05 45 21.468,+21 00 01.13,18.040,18.373,36
PSO J054459.478+210104.283,05 44 59.478,+21 01 04.24,14.034,14.062,60
PSO J054458.575+210021.781,05 44 58.577,+21 00 21.71,21.218,20.623,52
PSO J054459.871+210117.300,05 44 59.872,+21 01 17.25,19.250,19.211,32
PSO J054516.225+205743.816,05 45 16.226,+20 57 43.78,16.187,16.192,60
PSO J054515.804+210220.281,05 45 15.807,+21 02 20.26,21.659,21.414,52
PSO J054521.582+210001.022,05 45 21.586,+21 00 00.98,22.731,21.816,52
PSO J054512.341+205720.928,05 45 12.346,+20 57 20.92,21.527,21.450,52
PSO J054518.204+210155.541,05 45 18.204,+21 01 55.50,21.119,21.100,52
PSO J054458.626+205925.551,05 44 58.627,+20 59 25.50,18.933,18.933,52
PSO J054459.139+205901.422,05 44 59.140,+20 59 01.42,19.224,19.297,52
PSO J054515.237+205734.360,05 45 15.239,+20 57 34.32,19.576,19.547,60
PSO J054513.056+210237.535,05 45 13.058,+21 02 37.51,21.193,21.013,52
PSO J054508.661+210242.203,05 45 08.664,+21 02 42.16,19.718,19.699,52
PSO J054519.949+210125.099,05 45 19.952,+21 01 25.05,21.006,20.901,52
PSO J054505.945+210233.170,05 45 05.950,+21 02 33.14,21.242,22.242,37
PSO J054500.712+205821.219,05 45 00.714,+20 58 21.16,20.429,20.380,52
PSO J054521.655+210008.835,05 45 21.655,+21 00 08.84,20.783,20.565,32
PSO J054501.995+210159.301,05 45 01.997,+21 01 59.26,21.519,22.389,36
PSO J054502.853+205750.193,05 45 02.853,+20 57 50.19,21.045,21.748,33
PSO J054504.853+205732.658,05 45 04.852,+20 57 32.58,18.093,18.788,36
PSO J054521.510+205928.937,05 45 21.512,+20 59 28.89,18.916,18.894,52
PSO J054458.542+205924.886,05 44 58.542,+20 59 24.89,21.847,21.955,32
PSO J054508.057+205718.091,05 45 08.057,+20 57 18.00,21.370,22.419,37
PSO J054508.823+205716.538,05 45 08.822,+20 57 16.45,19.564,18.967,32
PSO J054521.735+210007.275,05 45 21.736,+21 00 07.24,16.015,16.022,60
PSO J054459.777+205838.290,05 44 59.777,+20 58 38.22,20.830,21.191,52
PSO J054458.607+205918.497,05 44 58.607,+20 59 18.42,21.448,22.248,52
PSO J054508.147+205717.256,05 45 08.146,+20 57 17.17,22.117,22.411,36
PSO J054509.707+205715.101,05 45 09.707,+20 57 15.02,21.978,22.132,52
PSO J054521.701+205940.607,05 45 21.703,+20 59 40.54,20.418,21.702,52
PSO J054458.881+205904.329,05 44 58.885,+20 59 04.28,20.370,20.721,52
PSO J054510.809+210245.223,05 45 10.810,+21 02 45.17,20.006,19.914,52
PSO J054512.455+205718.026,05 45 12.455,+20 57 17.95,21.863,21.647,52
PSO J054506.857+210239.765,05 45 06.859,+21 02 39.73,14.454,14.464,60
PSO J054502.261+210205.743,05 45 02.263,+21 02 05.70,21.224,21.816,36
PSO J054502.381+205752.652,05 45 02.381,+20 57 52.59,22.121,20.433,52
PSO J054509.637+210246.449,05 45 09.638,+21 02 46.41,21.266,21.133,52
PSO J054500.836+205813.916,05 45 00.837,+20 58 13.88,19.409,19.391,52
PSO J054504.910+210230.666,05 45 04.910,+21 02 30.60,21.397,22.189,53
PSO J054459.822+210127.068,05 44 59.824,+21 01 27.03,19.522,19.512,52
PSO J054508.936+205713.411,05 45 08.936,+20 57 13.33,21.431,21.615,36
PSO J054521.236+205902.592,05 45 21.236,+20 59 02.53,21.243,22.338,37
PSO J054458.232+205929.978,05 44 58.232,+20 59 29.88,20.488,20.612,36
PSO J054502.903+205744.890,05 45 02.903,+20 57 44.79,17.771,17.695,108
PSO J054505.628+210236.654,05 45 05.630,+21 02 36.63,21.531,22.383,37
PSO J054458.251+210035.293,05 44 58.252,+21 00 35.24,20.535,20.361,52
PSO J054500.609+210145.266,05 45 00.611,+21 01 45.22,20.630,21.919,36
PSO J054504.373+205730.967,05 45 04.374,+20 57 30.92,17.181,17.202,60
PSO J054503.099+205741.317,05 45 03.100,+20 57 41.32,19.334,19.854,33
PSO J054502.046+205752.948,05 45 02.046,+20 57 52.86,20.825,21.806,37
PSO J054515.508+210230.545,05 45 15.511,+21 02 30.51,20.885,20.713,52
PSO J054500.188+205820.480,05 45 00.188,+20 58 20.48,22.046,21.841,32
PSO J054520.627+205838.264,05 45 20.630,+20 58 38.27,21.699,21.912,52
PSO J054515.735+210229.772,05 45 15.737,+21 02 29.74,21.867,21.992,52
PSO J054521.995+210025.889,05 45 21.994,+21 00 25.85,21.254,21.501,52
PSO J054501.627+205756.892,05 45 01.627,+20 57 56.82,21.148,21.692,36
PSO J054516.892+210220.101,05 45 16.892,+21 02 20.10,21.569,21.441,32
PSO J054503.291+205738.084,05 45 03.289,+20 57 38.01,19.308,20.185,52
PSO J054503.032+205739.865,05 45 03.033,+20 57 39.87,18.623,19.045,33
PSO J054457.820+210009.141,05 44 57.821,+21 00 09.08,22.247,21.972,52
PSO J054520.270+205827.442,05 45 20.271,+20 58 27.41,19.020,19.652,61
PSO J054521.798+205915.358,05 45 21.800,+20 59 15.32,18.782,18.784,52
PSO J054503.859+210228.227,05 45 03.861,+21 02 28.20,20.910,21.761,36
PSO J054519.855+210141.703,05 45 19.854,+21 01 41.68,21.797,21.950,52
PSO J054458.099+205919.555,05 44 58.102,+20 59 19.49,19.843,19.813,52
PSO J054518.311+205753.701,05 45 18.313,+20 57 53.68,19.603,19.584,60
PSO J054513.604+210244.477,05 45 13.606,+21 02 44.44,17.229,17.235,60
PSO J054522.205+205941.127,05 45 22.209,+20 59 41.09,20.416,20.345,52
PSO J054458.995+210116.555,05 44 58.995,+21 01 16.46,21.400,22.381,52
PSO J054503.345+210224.774,05 45 03.347,+21 02 24.72,17.952,17.937,60
PSO J054520.823+210122.578,05 45 20.824,+21 01 22.54,17.657,17.659,60
PSO J054511.660+210251.116,05 45 11.662,+21 02 51.10,21.699,22.211,52
PSO J054501.177+205759.362,05 45 01.178,+20 57 59.32,20.624,20.664,52
PSO J054505.167+210239.252,05 45 05.167,+21 02 39.25,22.663,22.599,32
PSO J054459.418+205830.467,05 44 59.421,+20 58 30.41,17.206,17.225,60
PSO J054507.113+205711.646,05 45 07.115,+20 57 11.61,20.078,20.100,52
PSO J054502.088+205746.752,05 45 02.096,+20 57 46.69,20.171,21.027,37
PSO J054512.294+210250.552,05 45 12.295,+21 02 50.50,16.190,16.202,60
PSO J054502.545+205741.147,05 45 02.544,+20 57 41.06,14.542,14.366,64
PSO J054520.601+205829.678,05 45 20.602,+20 58 29.65,17.608,17.621,60
PSO J054513.093+210248.578,05 45 13.094,+21 02 48.53,21.435,20.961,52
PSO J054504.840+205721.695,05 45 04.840,+20 57 21.63,21.365,21.996,52
PSO J054457.756+205929.120,05 44 57.757,+20 59 29.05,21.648,21.754,52
PSO J054458.981+210121.173,05 44 58.984,+21 01 21.16,21.367,21.363,52
PSO J054510.701+210254.099,05 45 10.702,+21 02 54.06,18.893,18.864,60
PSO J054511.998+210252.314,05 45 12.002,+21 02 52.25,20.239,20.147,52
PSO J054503.650+205729.878,05 45 03.653,+20 57 29.82,19.764,19.934,53
PSO J054521.800+205903.781,05 45 21.803,+20 59 03.73,19.530,19.541,52
PSO J054515.454+210237.175,05 45 15.457,+21 02 37.13,19.178,19.085,60
PSO J054505.508+210243.079,05 45 05.509,+21 02 43.08,23.277,22.270,32
PSO J054458.603+210111.449,05 44 58.605,+21 01 11.40,21.402,21.049,52
PSO J054502.473+205740.448,05 45 02.474,+20 57 40.45,14.862,15.557,33
PSO J054509.550+205705.247,05 45 09.549,+20 57 05.18,21.053,21.160,52
PSO J054457.795+205921.772,05 44 57.797,+20 59 21.72,15.548,15.561,60
PSO J054516.944+205734.194,05 45 16.946,+20 57 34.17,21.926,22.166,52
PSO J054511.110+210254.862,05 45 11.112,+21 02 54.81,19.717,19.647,52
PSO J054458.765+205842.176,05 44 58.767,+20 58 42.13,17.651,17.612,60
PSO J054501.630+205749.403,05 45 01.630,+20 57 49.32,20.919,21.806,37
PSO J054459.346+210132.870,05 44 59.348,+21 01 32.82,20.897,20.681,52
PSO J054501.063+205756.708,05 45 01.063,+20 57 56.63,21.735,21.711,52
PSO J054457.883+205913.957,05 44 57.885,+20 59 13.91,19.753,19.588,52
PSO J054513.489+210249.070,05 45 13.486,+21 02 48.98,20.996,21.128,36
PSO J054522.462+210022.143,05 45 22.464,+21 00 22.09,19.294,19.246,52
PSO J054517.570+210220.446,05 45 17.571,+21 02 20.41,19.691,19.587,52
PSO J054518.479+205750.002,05 45 18.481,+20 57 49.97,20.641,20.602,52
PSO J054457.521+205936.921,05 44 57.524,+20 59 36.87,19.674,19.710,52
PSO J054503.011+210226.949,05 45 03.012,+21 02 26.92,18.951,18.953,52
PSO J054519.597+210154.661,05 45 19.594,+21 01 54.64,14.237,14.285,60
PSO J054457.385+205953.416,05 44 57.385,+20 59 53.42,21.207,22.038,33
PSO J054514.245+205713.540,05 45 14.245,+20 57 13.46,23.686,22.395,52
PSO J054501.541+210211.652,05 45 01.539,+21 02 11.63,19.525,19.684,53
PSO J054457.377+205949.161,05 44 57.378,+20 59 49.09,22.279,22.353,52
PSO J054457.354+205955.965,05 44 57.355,+20 59 55.90,20.566,21.452,37
PSO J054518.212+205745.331,05 45 18.215,+20 57 45.31,21.070,21.018,52
PSO J054515.726+205722.109,05 45 15.729,+20 57 22.07,21.121,20.966,52
PSO J054502.527+205736.738,05 45 02.528,+20 57 36.74,16.351,15.514,32
PSO J054500.189+205807.693,05 45 00.191,+20 58 07.63,20.426,20.520,52
PSO J054457.343+205945.205,05 44 57.345,+20 59 45.13,21.478,21.323,52
PSO J054519.670+205804.720,05 45 19.670,+20 58 04.66,22.076,22.062,52
PSO J054516.908+205730.713,05 45 16.909,+20 57 30.64,22.102,21.791,52
PSO J054522.570+210026.680,05 45 22.566,+21 00 26.63,19.009,19.033,60
PSO J054521.356+210120.355,05 45 21.358,+21 01 20.32,21.935,21.659,52
PSO J054515.975+210237.696,05 45 15.947,+21 02 37.59,18.674,19.143,53
PSO J054508.481+205703.067,05 45 08.483,+20 57 03.02,18.105,18.097,60
PSO J054504.242+205720.083,05 45 04.242,+20 57 20.00,20.860,21.504,36
PSO J054457.245+210016.524,05 44 57.248,+21 00 16.48,18.742,18.705,60
PSO J054501.396+210213.037,05 45 01.398,+21 02 12.99,17.770,17.765,61
PSO J054507.102+210254.980,05 45 07.103,+21 02 54.94,16.866,17.002,61
PSO J054503.701+210236.644,05 45 03.703,+21 02 36.61,20.671,20.569,32
PSO J054512.409+205703.445,05 45 12.409,+20 57 03.45,20.913,20.831,52
PSO J054500.783+205754.757,05 45 00.785,+20 57 54.72,17.638,17.645,60
PSO J054458.695+210125.549,05 44 58.696,+21 01 25.50,21.016,22.383,37
PSO J054503.822+210238.333,05 45 03.823,+21 02 38.29,16.889,16.893,60
PSO J054522.468+205913.341,05 45 22.471,+20 59 13.30,20.163,20.260,52
PSO J054512.176+210258.321,05 45 12.176,+21 02 58.25,19.199,19.377,53
PSO J054500.220+210158.505,05 45 00.222,+21 01 58.46,16.893,17.177,36
PSO J054506.141+205707.134,05 45 06.143,+20 57 07.07,18.599,18.577,60
PSO J054457.594+210050.253,05 44 57.564,+21 00 50.13,21.477,21.837,36
PSO J054458.224+210115.490,05 44 58.226,+21 01 15.43,15.004,15.012,60
PSO J054522.472+210048.819,05 45 22.474,+21 00 48.77,19.528,19.518,52
PSO J054458.813+205827.854,05 44 58.813,+20 58 27.77,16.448,16.596,32
PSO J054520.143+210153.619,05 45 20.144,+21 01 53.57,17.355,17.352,60
PSO J054502.141+205735.149,05 45 02.141,+20 57 35.15,17.415,16.556,32
PSO J054509.646+210302.041,05 45 09.648,+21 03 02.03,21.896,22.212,52
PSO J054512.243+210259.660,05 45 12.245,+21 02 59.63,20.563,20.542,36
PSO J054503.712+205720.235,05 45 03.714,+20 57 20.20,19.976,20.452,52
